Prezzo,Locali,Superficie,Bagni,Piano
540000,4,135,2,2
299000,3,80,2,0.5
210000,2,64,1,0
329000,4,100,2,3
285000,3,95,2,2
295000,3,60,1,0
1150000,6,238,3,1
240000,3,96,1,5
275000,3,85,1,5
379000,3,120,2,6
539000,6,180,2,1
235000,4,95,2,1
790000,5,165,4,1
158000,2,50,1,50
550000,5,140,1,1
250000,3,77,2,0.5
209000,2,50,1,5
159000,3,95,1,1
299000,5,110,2,4
165000,2,60,1,3
280000,2,63,1,1
498000,4,110,2,1
365000,4,110,1,1
315000,5,160,3,1
550000,4,131,2,50
310000,2,97,1,0
420000,5,155,2,1
239000,3,85,2,1
275000,4,100,1,7
295000,3,65,1,50
280000,3,120,1,4
460000,5,122,2,3
189000,4,75,2,1
295000,3,80,1,2
250000,2,65,1,0.5
599000,4,110,2,1
310000,3,90,1,6
695000,5,130,1,2
218000,1,50,1,1
330000,3,93,2,1
570000,6,153,2,3
160000,2,63,1,3
260000,2,52,1,4
179000,2,45,1,0.5
850000,6,175,3,50
229000,2,60,1,5
349000,4,104,1,4
490000,3,139,2,1
285000,3,114,2,3
520000,3,110,2,1
225000,3,75,1,50
795000,4,115,2,5
165000,2,50,1,50
180000,2,66,1,1
295000,3,70,1,0
269000,2,60,1,2
520000,5,140,3,4
309000,5,100,1,2
335000,3,100,2,0
298000,3,88,1,0.5
620000,3,180,2,2
478000,4,105,2,4
399000,4,120,2,2
749000,5,164,2,2
245000,2,63,1,5
245000,2,70,1,0.5
164000,3,85,1,0
629000,5,172,3,0.5
390000,3,94,2,2
275000,3,83,1,6
240000,3,90,1,50
630000,4,153,2,5
890000,5,197,2,3
128000,1,44,1,1
420000,3,88,2,50
290000,3,105,1,6
339000,3,100,2,4
255000,4,78,2,0
229000,2,50,1,0.5
390000,3,96,2,0
310000,3,89,1,3
249000,2,64,1,3
255000,3,99,2,7
329000,3,115,2,1
265000,2,67,1,0.5
115000,2,60,1,3
365000,4,116,1,-1
269000,2,69,1,0.5
410000,4,125,2,2
580000,5,165,3,3
398000,3,105,1,4
780000,5,150,3,3
149000,3,78,1,0.5
139000,3,76,2,4
380000,3,120,2,2
310000,3,97,2,0.5
205000,2,84,1,5
415000,3,122,2,0.5
199000,2,75,1,1
249000,3,90,1,5
435000,5,145,2,2
275000,3,99,1,2
120000,2,50,1,0.5
219000,2,50,1,0
300000,3,85,1,2
735000,5,155,2,3
529000,4,130,2,2
395000,4,115,2,0
165000,2,59,1,3
180000,2,63,1,2
245000,2,75,1,3
359000,3,90,1,6
149000,2,56,1,50
950000,5,250,3,2
179000,4,120,2,2
115000,2,73,1,1
350000,3,90,1,2
595000,4,160,2,2
770000,5,187,3,1
129000,2,63,1,2
289000,3,90,1,1
535000,5,160,2,4
249000,3,90,1,3
470000,6,155,3,0.5
219000,4,120,2,2
710000,5,185,2,0
118000,1,61,1,4
157000,3,68,1,1
1450000,6,310,4,1
79000,1,23,1,5
189000,3,105,1,2
140000,3,95,1,0
420000,4,180,3,3
795000,4,160,3,2
189000,3,85,1,2
695000,5,180,3,2
295000,4,100,2,0
310000,5,120,2,1
425000,4,130,2,1
256000,2,71,1,0
189000,4,100,2,2
120000,2,60,1,1
115000,2,20,1,0
620000,5,160,2,1
830000,4,166,2,4
235000,2,64,1,50
188000,2,75,1,7
287000,4,130,2,0
515000,4,145,2,5
255000,3,88,2,2
260000,2,56,1,1
215000,3,100,1,3
295000,3,85,1,2
145000,3,120,2,3
265000,3,80,1,1
249000,4,120,2,6
399000,6,135,2,1
299000,5,140,2,0
149000,2,60,1,5
285000,3,100,2,5
1200000,2,95,2,3
209000,3,70,1,2
230000,3,80,2,0
385000,4,100,1,7
330000,4,109,1,50
59000,2,40,1,3
159000,2,50,1,0
420000,6,190,3,0
260000,4,100,1,0
249000,3,72,2,1
180000,1,35,1,0
148000,3,73,2,0
124000,2,65,1,4
490000,3,100,2,2
170000,2,64,1,1
165000,2,70,1,0
215000,4,87,2,1
255000,3,90,1,1
259000,4,142,1,2
1450000,5,310,3,1
519000,4,141,2,1
240000,3,75,2,0.5
59000,2,35,1,2
260000,3,105,1,2
149000,3,70,1,0
305000,3,105,1,50
360000,3,80,2,1
209000,2,75,1,1
185000,2,80,1,1
1200000,2,95,2,3
350000,3,106,1,2
245000,2,75,1,50
265000,3,90,1,7
340000,2,58,1,1
165000,3,70,1,0
740000,4,125,2,6
175000,2,65,2,3
199000,3,85,1,0.5
169000,4,130,2,8
199000,2,75,1,7
205000,3,72,1,2
198000,3,70,1,0.5
525000,4,100,1,1
1490000,6,290,3,50
1280000,6,230,3,2
265000,3,80,1,6
1700000,6,280,3,5
285000,3,118,1,6
209000,2,65,1,5
135000,3,70,1,3
219000,2,65,1,1
720000,6,159,2,2
179000,2,50,1,3
250000,3,77,1,5
219000,3,79,1,12
725000,5,210,3,3
350000,4,140,2,3
99000,2,40,1,0
169000,2,50,1,4
199000,3,80,1,1
359000,3,85,1,0.5
249000,5,115,2,0
1150000,6,160,2,0
330000,4,120,2,5
99000,1,40,1,50
650000,5,157,2,1
1150000,6,160,1,0
289000,3,110,1,8
279000,2,48,1,1
129000,3,70,1,3
280000,3,90,2,8
165000,3,80,2,4
185000,2,58,1,1
399000,4,130,2,1
149000,4,100,1,0
179000,3,90,2,2
670000,6,180,1,2
625000,4,185,2,3
145000,1,40,1,7
129000,3,100,1,3
770000,5,140,2,2
219000,3,85,1,3
159000,3,95,1,3
179000,3,93,2,0.5
168000,2,55,1,1
240000,3,70,1,0
197000,3,70,1,50
189000,3,70,1,2
210000,3,75,1,1
299000,5,165,2,1
480000,5,129,2,50
120000,2,40,1,1
460000,3,141,2,3
349000,4,111,2,1
950000,6,180,2,50
630000,4,110,2,1
450000,2,70,1,0.5
180000,2,70,1,3
319000,3,75,2,1
530000,3,121,2,2
285000,3,90,2,1
144000,2,40,1,0
340000,4,180,3,1
640000,5,165,3,1
425000,4,125,2,7
350000,3,113,1,1
619000,5,150,4,1
265000,2,65,1,8
389000,3,90,1,1
615000,4,155,2,4
199000,2,80,1,2
450000,4,105,2,3
165000,4,90,2,2
364000,4,120,1,3
349000,3,100,1,1
790000,4,164,2,3
353000,4,125,2,4
330000,3,85,2,1
169000,3,80,2,0.5
349000,3,100,2,1
1550000,6,186,3,1
995000,6,290,2,0.5
105000,2,40,1,0
530000,5,190,2,3
235000,3,80,2,0
697000,6,208,3,4
370000,3,80,2,4
259000,3,90,1,0
405000,3,90,2,50
225000,2,55,1,4
175000,3,80,1,5
1750000,5,160,1,1
250000,2,70,1,1
260000,2,60,1,1
730000,6,240,3,3
199000,4,120,1,1
525000,5,122,2,3
125000,2,65,1,0.5
980000,6,230,3,2
790000,6,180,3,1
125000,2,86,1,0
219000,3,110,1,1
192000,4,90,2,0
235000,2,70,1,5
175000,2,60,1,6
335000,3,80,1,7
395000,4,120,2,2
175000,2,50,1,7
849000,4,160,2,1
599000,5,160,3,2
1190000,6,242,2,3
399000,4,135,2,50
160000,2,62,1,3
450000,4,148,2,0
790000,6,200,2,0
249000,1,40,1,5
290000,3,85,1,3
250000,3,94,1,0.5
780000,5,180,4,50
169000,3,105,1,0.5
449000,4,136,1,4
499000,4,135,3,4
118000,1,30,1,1
1600000,6,300,2,2
550000,4,140,1,0
210000,2,50,1,2
620000,6,180,2,4
215000,3,100,1,2
370000,4,105,2,2
200000,2,70,1,1
219000,2,60,1,3
235000,3,88,1,2
195000,2,59,1,2
540000,5,149,3,50
630000,4,130,2,3
390000,3,120,2,1
319000,3,100,1,1
210000,3,75,1,5
290000,3,85,3,4
580000,5,145,2,3
385000,4,119,2,1
80000,2,40,1,0
209000,3,92,2,7
175000,1,50,1,2
279000,3,85,1,0
700000,5,125,2,2
815000,4,120,1,2
230000,3,60,1,50
370000,3,84,1,5
225000,2,89,2,1
429000,4,122,2,2
550000,4,120,2,4
409000,4,145,2,1
595000,4,125,2,1
980000,4,200,4,4
245000,4,157,3,1
630000,3,106,1,7
535000,4,150,1,3
390000,2,65,1,4
489000,4,100,1,1
760000,4,153,1,1
520000,4,100,2,0
289000,3,82,2,3
300000,2,72,1,2
195000,4,110,1,50
169000,2,43,1,4
295000,3,76,1,1
175000,2,50,1,0
259000,3,98,1,2
165000,2,60,1,0
550000,5,150,2,1
580000,5,150,2,3
490000,5,144,2,50
445000,3,100,1,4
1700000,4,155,2,4
129000,2,64,1,1
675000,5,150,2,4
379000,3,91,2,2
270000,3,85,1,2
365000,3,90,1,4
290000,2,75,1,5
459000,4,180,3,2
530000,6,120,2,4
260000,2,60,1,4
230000,2,75,1,50
890000,6,204,4,4
149000,3,70,1,0
149000,2,61,1,1
238000,3,75,1,3
310000,2,65,1,6
149000,2,65,1,0
320000,3,76,2,0
479000,5,164,2,3
160000,3,65,1,0.5
155000,3,90,1,3
900000,6,191,3,0
229000,3,101,2,5
439000,4,110,1,5
215000,3,82,1,0.5
399000,5,130,2,1
845000,6,223,3,2
435000,3,101,2,0
220000,4,100,1,-1
310000,2,65,1,6
179000,3,70,1,0
85000,2,40,1,2
175000,3,90,1,1
149000,3,55,1,1
295000,3,75,1,2
579000,4,184,3,2
449000,6,160,2,2
780000,5,205,3,2
460000,3,91,2,6
880000,4,150,3,3
598000,4,112,1,2
188000,2,60,1,5
360000,3,90,2,6
300000,3,92,1,0
770000,5,185,2,50
675000,5,217,3,50
290000,2,40,1,0
459000,5,170,3,2
179000,2,68,1,2
620000,4,155,2,50
199000,2,80,1,3
210000,3,78,1,1
650000,6,132,4,1
470000,3,71,1,3
419000,3,87,1,50
139000,2,60,1,1
429000,5,130,2,0
850000,4,160,2,2
89000,2,45,1,2
120000,2,50,1,3
160000,4,85,1,3
79000,2,45,1,1
245000,3,85,1,0
240000,3,93,2,2
435000,4,145,2,50
245000,3,70,2,0
300000,4,113,1,1
165000,2,50,1,4
515000,3,111,2,2
144000,2,40,1,1
249000,3,77,1,3
160000,1,45,1,-1
275000,3,98,2,1
99000,2,60,1,3
690000,6,210,3,2
159000,2,55,1,3
315000,3,96,2,1
480000,4,101,3,0.5
425000,4,120,2,1
810000,4,120,2,5
405000,3,94,1,5
780000,4,140,2,1
279000,3,100,2,2
430000,3,90,1,5
95000,2,50,1,3
147000,3,60,1,1
1590000,6,461,4,50
280000,3,105,1,1
229000,2,65,1,2
65000,2,38,1,0
599000,4,162,3,5
219000,3,90,1,1
189000,2,68,1,0
519000,5,135,2,4
549000,6,175,2,3
330000,2,80,1,1
275000,3,87,1,3
245000,3,89,2,0.5
465000,4,154,2,2
479000,3,116,2,4
309000,3,90,1,4
299000,2,74,1,1
209000,3,84,1,4
495000,4,98,2,50
525000,5,140,2,4
268000,4,110,1,5
1290000,5,220,3,4
339000,3,82,1,5
540000,3,112,2,2
360000,5,135,2,2
398000,5,90,2,0.5
920000,6,185,3,50
385000,4,110,2,0
200000,2,65,1,50
1240000,6,260,3,4
730000,4,170,2,2
269000,3,100,1,2
279000,3,81,2,2
129000,2,40,1,0
245000,2,66,1,6
1590000,6,200,2,50
155000,3,75,1,4
265000,3,80,1,3
890000,5,140,2,3
1000000,5,220,2,5
309000,3,85,1,1
379000,4,115,2,0
210000,2,70,1,2
299000,3,74,2,50
279000,3,124,2,5
580000,3,105,2,2
219000,3,77,1,2
226000,3,85,1,4
250000,2,71,1,4
319000,3,123,2,50
299000,2,70,1,4
99000,2,45,1,6
329000,3,95,1,1
145000,2,50,1,0
199000,3,90,2,1
345000,4,110,2,1
450000,4,117,2,3
1450000,4,176,2,1
520000,3,100,1,4
429000,5,130,2,0
649000,6,173,2,2
470000,4,130,2,2
600000,6,195,3,4
139000,2,55,1,1
300000,2,60,1,1
430000,5,145,2,1
1250000,6,270,4,50
255000,3,110,2,3
590000,6,140,2,2
1300000,6,246,3,2
235000,2,65,1,0
1050000,5,176,3,1
265000,3,84,1,2
265000,2,70,1,-1
890000,5,153,1,3
538000,4,120,1,3
129000,2,70,1,1
360000,4,133,2,5
289000,4,90,1,0.5
275000,3,80,1,2
300000,3,66,1,0
220000,2,60,1,50
175000,2,65,1,6
349000,4,119,2,3
428000,4,120,2,7
350000,3,105,1,4
195000,3,75,1,2
189000,4,100,2,6
279000,3,91,1,5
299000,4,111,1,4
349000,3,85,1,1
219000,2,60,1,0
395000,3,97,1,9
1480000,6,265,4,50
495000,4,138,1,7
170000,2,55,1,4
590000,3,89,1,3
880000,5,145,2,2
229000,3,97,1,0.5
1630000,6,250,3,3
450000,4,115,2,1
1390000,6,300,4,0
115000,2,46,1,-1
330000,4,117,2,2
265000,2,69,1,4
369000,2,70,1,50
159000,3,72,1,0
450000,3,100,2,2
195000,2,60,1,5
415000,3,90,2,3
240000,3,74,1,1
209000,2,90,1,3
107000,3,70,1,1
399000,4,135,2,1
585000,4,140,4,0
565000,6,183,3,3
645000,6,190,2,0
288000,3,65,1,6
1190000,4,140,3,3
350000,2,70,2,50
219000,3,90,1,1
525000,5,125,2,2
590000,3,115,2,3
720000,6,221,3,2
480000,6,140,3,1
220000,3,70,1,3
158000,3,65,2,1
250000,2,57,1,5
260000,2,60,1,1
549000,5,141,2,3
520000,4,130,1,0.5
255000,2,55,1,7
155000,3,78,1,2
210000,2,62,1,2
350000,2,70,2,2
185000,2,40,1,0
378000,3,82,2,6
175000,3,98,1,1
740000,5,164,2,4
330000,3,111,1,9
180000,3,70,1,0
1170000,6,160,2,5
269000,3,129,2,50
250000,2,55,1,3
899000,6,243,3,2
745000,5,140,3,3
215000,3,75,1,1
209000,4,100,2,1
399000,4,135,2,1
329000,4,100,2,1
279000,5,123,2,1
329000,3,95,2,1
1190000,5,140,1,5
139000,3,95,1,0
480000,3,110,2,4
355000,3,103,1,1
320000,3,95,1,0.5
530000,3,90,2,2
2000000,6,283,3,50
1480000,6,250,4,50
790000,6,235,4,1
140000,4,120,1,1
179000,3,60,1,1
289000,2,73,1,2
339000,5,150,2,0
735000,6,200,3,6
265000,3,120,1,1
195000,5,148,2,3
189000,3,86,1,2
530000,6,192,2,50
890000,6,288,2,0.5
410000,4,135,2,3
1280000,3,100,2,4
165000,3,70,1,2
190000,1,36,1,0
398000,3,95,1,50
400000,3,100,1,5
379000,4,172,2,1
264000,2,70,1,1
159000,2,57,1,2
183000,2,45,1,5
639000,3,100,2,50
265000,3,100,2,1
475000,5,150,3,2
180000,4,75,1,4
248000,2,64,1,4
219000,3,38,1,0
375000,3,80,1,2
469000,4,135,2,4
419000,3,100,1,3
1700000,6,233,4,4
259000,3,90,1,50
790000,6,165,1,1
267000,3,70,1,1
390000,5,135,2,1
139000,2,50,1,0
215000,3,75,1,4
129000,2,49,1,0
430000,3,101,2,2
299000,4,125,1,2
347000,3,92,2,2
235000,2,45,1,2
299000,3,90,1,0.5
245000,4,103,2,50
369000,4,105,2,0
585000,4,140,3,5
450000,4,160,2,0
179000,2,46,1,0
1400000,6,250,1,1
590000,4,118,2,5
390000,3,110,2,3
395000,4,120,2,2
375000,3,107,2,5
163000,2,61,1,1
90000,1,41,1,3
215000,3,85,1,8
270000,3,120,2,2
1900000,6,220,4,2
599000,3,110,3,5
215000,3,85,2,1
450000,3,130,2,1
339000,3,80,1,3
340000,3,90,1,2
225000,3,65,1,1
1600000,6,350,4,0
420000,4,140,2,5
399000,3,98,2,4
269000,4,128,2,3
270000,3,70,1,8
330000,1,450,2,-1
225000,3,79,2,2
499000,4,146,2,50
299000,5,115,1,2
285000,3,85,1,1
489000,6,158,2,2
529000,3,104,1,7
149000,3,65,1,1
299000,3,100,1,5
449000,3,90,2,1
280000,2,50,1,3
175000,3,90,1,1
165000,2,55,1,1
330000,6,160,2,5
429000,4,142,2,0
590000,5,130,2,2
549000,4,145,2,1
299000,3,102,1,1
459000,4,160,2,2
325000,3,90,1,1
279000,4,125,1,0
469000,3,101,2,2
275000,4,130,2,2
395000,5,146,3,1
229000,3,90,1,3
650000,5,165,2,3
115000,2,53,1,2
225000,2,75,1,0
575000,4,125,2,0
439000,4,100,2,3
375000,3,87,1,2
450000,5,135,2,4
340000,3,115,1,0
550000,3,110,1,0
360000,3,80,1,2
695000,4,120,2,3
245000,2,56,1,2
169000,2,45,1,3
149000,2,70,1,4
390000,4,150,2,-1
305000,3,85,1,6
350000,5,107,1,1
319000,2,70,1,2
365000,3,80,2,50
500000,6,145,2,2
139000,2,55,1,1
289000,3,110,1,0
199000,3,100,2,0.5
207000,2,58,1,50
278000,3,80,2,0.5
1100000,6,270,4,50
235000,5,130,2,2
429000,4,95,1,3
395000,3,107,1,1
590000,4,130,2,50
280000,2,45,1,0
475000,4,110,2,7
169000,3,63,1,0
249000,3,90,1,0.5
950000,5,175,2,2
295000,4,120,2,2
980000,4,150,4,50
259000,2,70,1,6
299000,4,110,1,0
149000,3,70,2,2
215000,3,80,1,50
435000,3,120,2,1
329000,4,115,2,4
219000,3,84,1,3
125000,2,60,1,2
330000,3,100,1,1
445000,5,130,3,3
199000,2,50,1,0
65000,1,27,1,0
1150000,6,269,2,5
300000,4,120,2,1
245000,3,98,2,50
299000,4,120,2,5
125000,3,106,1,50
520000,4,120,2,3
145000,2,45,1,0
430000,3,100,2,0
255000,3,110,1,1
440000,6,175,2,0.5
580000,4,149,2,50
199000,2,75,1,50
570000,4,140,2,3
168000,2,65,1,3
199000,3,79,1,4
1249000,3,191,2,12
189000,3,70,1,1
650000,4,150,2,3
125000,3,70,1,1
235000,2,62,1,1
380000,3,70,1,3
259000,3,90,1,5
239000,3,105,2,7
495000,4,145,2,1
269000,3,90,1,1
529000,2,70,1,1
219000,2,71,1,2
235000,2,72,1,3
270000,4,130,1,0.5
1080000,6,218,3,1
290000,5,132,2,3
239000,3,90,1,6
269000,2,70,1,3
225000,3,55,1,3
239000,2,60,1,3
299000,3,100,1,1
1100000,5,150,2,3
449000,5,110,2,4
159000,2,60,2,2
209000,2,55,1,0
122000,1,35,1,2
340000,3,103,1,1
140000,4,100,2,1
299000,5,135,2,3
379000,4,120,2,3
645000,4,154,2,0
359000,3,110,1,1
246375,4,109,1,4
175000,2,50,1,0
169000,1,44,1,0
329000,3,90,1,5
815000,3,108,2,50
193000,3,85,1,3
470000,4,130,2,3
355000,3,95,2,4
115000,2,65,1,0
139000,2,50,1,1
159000,2,50,1,3
260000,2,80,2,1
215000,2,65,1,5
389000,4,140,2,1
125000,2,57,1,3
750000,5,136,3,2
261000,3,65,1,0
820000,6,185,3,4
280000,2,60,1,50
219000,3,109,1,1
370000,5,87,1,2
155000,1,45,1,5
480000,3,82,2,1
435000,3,84,2,1
845000,4,138,3,1
195000,2,65,1,0.5
240000,4,105,2,3
495000,5,150,2,6
550000,4,110,2,50
265000,2,60,1,0
980000,6,180,2,5
650000,4,185,3,50
375000,3,130,2,0
169000,3,70,1,1
1020000,4,101,1,4
1280000,5,160,2,2
289000,3,80,1,4
445000,4,140,2,2
480000,4,130,2,3
950000,6,210,3,2
298000,3,95,1,3
305200,2,77,1,1
250000,3,90,1,3
335000,5,177,2,4
219000,4,70,1,3
530000,6,143,2,0
850000,3,145,2,3
348000,4,130,2,2
289000,6,180,2,50
119000,2,53,2,0
199000,4,95,2,0
550000,6,178,2,2
239000,3,93,1,0
310000,2,70,1,5
265000,3,95,1,2
610000,3,110,2,5
370000,3,80,2,3
350000,3,90,1,4
740000,6,212,3,50
569000,3,115,2,50
340000,3,100,2,1
230000,3,82,2,0
186000,3,84,2,2
940000,6,270,4,4
750000,6,200,2,4
155000,3,90,2,50
88000,2,41,1,3
159000,3,78,1,0
185000,1,50,1,6
160000,3,70,1,2
500000,5,125,2,4
420000,2,95,2,2
3850000,6,400,4,4
139000,3,60,1,2
165000,3,70,1,0
434000,3,117,2,1
265000,2,55,1,8
560000,4,230,2,2
369000,3,80,1,50
630000,5,200,2,4
665000,4,135,2,2
520000,5,148,2,3
2090000,6,300,4,50
415000,5,135,3,0
270000,2,60,1,3
389000,3,100,2,2
189000,2,71,1,4
450000,3,98,1,50
489000,4,110,2,6
1100000,6,240,2,1
535000,4,130,2,0
395000,4,100,2,50
410000,6,185,2,2
84000,2,68,1,2
1000000,6,252,3,3
289000,4,120,1,50
643000,6,165,3,0
350000,2,65,1,5
159000,2,66,1,1
129000,2,70,1,3
295000,2,69,1,3
890000,4,115,2,1
449000,3,105,2,0
630000,5,141,2,3
570000,4,104,1,2
890000,6,155,2,2
235000,3,90,1,2
1299000,6,188,3,1
175000,1,40,1,-1
165000,3,65,1,2
590000,4,110,2,50
295000,3,60,1,0
415000,4,115,1,4
389000,3,97,1,0
620000,3,120,2,50
240000,2,62,1,50
99000,2,25,1,0
79000,1,30,1,1
320000,2,44,1,7
1300000,6,290,3,4
350000,2,40,1,4
970000,6,180,3,4
475000,2,79,2,0.5
249000,3,70,1,2
270000,3,90,1,5
240000,4,88,1,4
135000,2,45,1,2
395000,4,105,1,3
319000,3,110,2,6
619000,4,156,3,4
200000,3,70,1,0.5
199000,3,75,1,1
710000,4,150,2,1
329000,3,87,2,2
319000,3,92,1,6
159000,5,140,2,50
420000,4,140,1,-1
650000,6,170,2,1
220000,3,90,2,1
159000,2,51,1,4
650000,4,160,3,4
249000,4,125,2,2
315000,3,100,1,1
195000,2,65,1,7
380000,3,97,2,1
290000,3,102,1,4
190000,3,130,2,2
265000,3,111,1,2
389000,4,125,2,1
539000,6,140,2,0.5
179000,3,80,1,1
140000,2,74,1,4
399000,5,120,1,50
185000,2,53,1,3
590000,3,105,2,2
315000,4,129,2,2
129000,2,35,1,3
380000,3,95,2,3
361000,3,68,2,3
199000,2,84,1,1
249000,4,75,2,50
465000,4,120,2,1
2900000,6,340,4,50
235000,3,90,1,2
430000,3,85,1,4
159000,2,54,1,0
270000,3,53,1,1
165000,2,79,1,7
420000,4,153,2,4
425000,2,60,2,50
198000,2,71,1,0.5
1100000,5,133,2,3
248000,2,50,1,0
550000,4,170,2,0.5
295000,5,120,2,0.5
1280000,4,140,2,5
440000,3,101,1,4
580000,3,120,2,0
420000,6,145,2,1
199000,3,100,1,0
450000,3,90,1,0
460000,5,130,2,0
380000,3,85,1,1
199000,3,100,1,3
639000,5,166,2,0
460000,5,140,2,3
365000,3,115,1,0
145000,2,58,1,2
129000,3,65,1,2
235000,3,90,1,3
310000,3,83,2,1
699000,5,217,2,0
129000,3,80,1,0.5
159000,3,90,1,-1
210000,3,100,2,5
315000,3,110,1,1
159000,1,48,1,3
430000,4,143,2,2
540000,5,149,3,3
450000,3,102,1,2
265000,2,60,1,2
320000,3,140,2,3
144000,2,60,1,0.5
298000,2,92,1,4
249000,3,123,1,2
179000,3,82,1,1
530000,5,120,2,4
368000,3,96,2,0
219000,2,75,1,50
205000,2,51,1,5
169000,4,100,1,2
420000,3,82,1,3
220000,3,60,1,0
189000,1,45,1,4
290000,3,91,1,50
245000,3,88,1,3
129000,2,60,1,0
172700,4,105,2,1
255000,3,100,1,1
1250000,5,197,2,3
530000,5,124,2,5
450000,4,120,2,4
139000,1,39,1,3
2500000,6,370,4,3
640000,4,140,2,3
1600000,5,300,3,2
665000,6,232,3,2
189000,2,58,1,3
220000,2,80,1,0
590000,3,110,1,2
890000,6,250,4,50
265000,3,97,1,5
310000,4,90,1,3
145000,1,39,1,4
1380000,6,250,3,3
1250000,6,354,4,2
690000,5,143,2,2
549000,4,120,2,0
210000,3,54,1,0
280000,3,95,1,0
319000,6,211,2,50
245000,3,100,1,4
437000,3,108,1,50
149000,2,65,1,1
485000,4,143,1,3
435000,5,160,3,0.5
250000,2,72,1,1
535000,4,143,2,3
634000,6,242,3,0
315000,3,90,2,50
330000,3,100,1,0.5
235000,5,91,1,1
420000,1,55,1,50
535000,4,140,1,1
189000,3,97,2,1
199000,3,80,1,0.5
1480000,5,196,4,2
370000,3,70,1,1
399000,6,180,2,3
225000,3,95,2,1
380000,4,130,2,6
255000,2,70,1,8
465000,5,120,3,50
1100000,5,150,2,3
500000,4,100,2,1
230000,2,60,1,1
55000,1,26,1,3
149000,2,46,1,50
139000,2,45,1,2
279000,2,75,1,2
469000,4,140,2,7
190000,2,61,1,4
535000,6,154,2,1
120000,2,57,1,1
340000,2,63,1,5
620000,4,106,1,3
189000,4,65,1,0
420000,4,133,2,4
240000,2,51,1,2
1250000,4,235,3,4
444000,3,108,2,1
245000,2,54,1,1
189000,3,91,2,1
185000,2,70,1,6
725000,6,230,3,50
99000,2,50,1,0
425000,3,123,2,5
795000,6,173,2,0.5
420000,3,95,2,6
260000,2,56,1,2
590000,2,92,1,2
319000,2,78,1,50
369000,3,120,1,1
445000,3,113,1,0
379000,2,75,1,4
660000,5,150,2,4
650000,5,160,3,50
550000,5,145,2,2
565000,3,105,1,4
395000,4,135,2,3
149000,2,74,1,7
270000,2,83,1,0
695000,5,170,3,1
475000,3,85,2,1
1050000,6,267,3,0
199000,3,115,2,0
620000,4,160,3,1
222000,2,59,1,2
635000,5,183,2,1
220000,2,42,1,1
245000,3,90,1,0
154000,3,73,1,1
160600,3,78,1,1
342000,3,83,1,4
230000,2,80,1,50
210000,2,51,1,0
165000,2,51,1,0
329000,3,79,1,0
315000,3,106,2,1
154200,3,97,1,1
143000,2,53,1,1
188000,2,53,1,4
292000,4,99,1,4
159000,3,78,1,2
410000,4,120,2,-1
439000,4,120,3,0
230000,3,72,1,0
348000,3,71,1,2
118000,2,66,1,3
340000,3,96,1,2
186000,3,104,2,3
212000,2,69,1,1
394000,3,132,2,0
129000,1,42,1,6
210000,4,109,2,1
339000,6,170,3,50
130000,2,58,1,1
199000,3,83,1,1
234000,3,71,1,1
299500,3,82,2,0
169000,3,103,1,1
770000,5,170,2,2
129000,2,67,1,1
190000,2,60,1,0
399000,4,130,2,1
1150000,6,270,3,2
169000,2,80,1,50
79000,1,25,1,50
175000,2,60,1,-1
510000,4,150,2,2
475000,4,130,2,4
410000,4,128,2,50
138000,3,102,1,1
450000,4,110,1,-1
620000,6,140,2,3
400000,3,100,2,7
295000,3,141,2,1
127000,2,45,1,1
389000,3,100,2,2
159000,2,75,1,1
287000,3,95,1,1
245000,2,70,1,50
135000,5,165,2,2
245000,3,80,1,2
320000,2,70,1,4
290000,4,110,1,2
189000,3,100,1,2
299000,2,65,1,2
465000,3,120,2,2
259000,3,85,2,0
795000,5,130,2,5
349000,3,130,2,2
175000,3,85,2,0
325000,4,82,2,0
890000,4,194,2,50
297000,3,88,1,2
295000,3,80,3,0.5
945000,5,140,2,2
348000,3,105,2,2
335000,3,84,1,4
295000,3,90,2,1
269000,3,87,1,8
980000,4,190,3,0
259000,3,108,2,2
385000,5,170,2,1
850000,6,200,3,2
310000,3,124,2,3
299000,5,320,4,0
480000,4,151,2,50
680000,4,145,2,3
374000,5,140,2,5
219000,3,75,1,1
515000,5,150,2,3
145000,2,50,1,-1
329000,4,117,1,2
395000,4,113,2,50
519000,3,140,2,50
739000,6,163,2,4
359000,3,101,2,4
289000,4,113,2,1
265000,3,85,1,0
318000,3,95,2,1
154000,2,60,2,1
435000,4,140,2,2
195000,3,85,1,0
239000,3,80,1,1
285000,2,80,1,50
130000,2,50,1,0.5
439000,3,87,2,50
399000,5,130,3,0
348000,3,89,2,1
1150000,6,215,2,1
279000,3,90,2,3
175000,2,56,1,1
169000,2,74,1,5
165000,1,35,1,3
335000,3,80,1,0.5
269000,3,92,2,0
420000,4,102,2,2
900000,5,195,4,7
470000,6,175,2,1
159000,2,50,1,1
810000,6,215,3,12
305000,3,100,1,1
150000,2,50,1,1
465000,6,175,2,1
199000,4,140,2,3
239000,4,85,2,1
1090000,6,235,2,2
467400,4,118,2,3
135000,2,40,1,0
168000,3,88,2,5
179000,2,65,1,2
319000,3,90,1,7
489000,3,90,2,8
390000,4,112,2,0
315000,3,106,2,50
880000,5,170,2,0
109000,2,60,1,0
185000,3,89,1,0.5
235000,3,105,1,5
235000,2,75,1,6
269000,3,90,1,4
